Index,Tweet,Clean Text,Polarity,Subjectivity,Analysis,Label
5155,Children among casualties as missiles strike school shelter in Red Sea port war zone #NetanyahuSpeech,children among casualties missiles strike school shelter red sea port war zone,-0.2,0.3,Negative,-1
5156,Iran test fires ICBM capable of reaching European capitals raising global alarm,iran test fires icbm capable reaching european capitals raising global alarm,0.0,0.1,Neutral,0
5157,Germany extends Iran oil sanctions following missile attacks on Israeli civilians,germany extends iran oil sanctions following missile attacks israeli civilians,-0.18,0.28,Negative,-1
5158,Civilians in Haifa describe terror of constant air raid sirens and missile attacks,civilians haifa describe terror constant air raid sirens missile attacks,-0.15,0.25,Negative,-1
5159,War crimes tribunal called for as evidence mounts of deliberate civilian targeting #MiddleEastCrisis,war crimes tribunal called evidence mounts deliberate civilian targeting,-0.08,0.18,Negative,-1
5160,UN warns of catastrophic humanitarian disaster as Iran-Israel war intensifies,un warns catastrophic humanitarian disaster iranisrael war intensifies,0.0,0.3,Neutral,0
5161,Global markets crash as Iran-Israel-US military confrontation escalates without end #MiddleEastPeace,global markets crash iranisraelus military confrontation escalates without end,0.0,0.1,Neutral,0
5162,Iran vows devastating retaliation after Israeli strike destroys Natanz nuclear facility #IsraelDefense,iran vows devastating retaliation israeli strike destroys natanz nuclear facility,-0.33,0.43,Negative,-1
5163,Reports of chemical weapons use in Yemeni coast spark international outrage and condemnation #WarCrimes,reports chemical weapons use yemeni coast spark international outrage condemnation,0.0,0.1,Neutral,0
5164,US State Department issues travel warning for Middle East amid ongoing tensions,us state department issues travel warning middle east amid ongoing tensions,0.0,0.1,Neutral,0
5165,Thousands of Iranian soldiers mobilize near Israeli border threatening ground invasion,thousands iranian soldiers mobilize near israeli border threatening ground invasion,-0.09,0.19,Negative,-1
5166,UN Security Council scheduled emergency vote on Iran-Israel ceasefire resolution,un security council scheduled emergency vote iranisrael ceasefire resolution,0.1,0.2,Positive,1
5167,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,iran backs houthis launching missiles yemen targeting israeli red sea shipping,0.0,0.1,Neutral,0
5168,Iran announces withdrawal from nuclear deal following Israeli attack on Natanz #IranThreat,iran announces withdrawal nuclear deal following israeli attack natanz,-0.17,0.27,Negative,-1
5169,Russia vetoes third UN Security Council ceasefire resolution on Middle East conflict,russia vetoes third un security council ceasefire resolution middle east conflict,0.0,0.27,Neutral,0
5170,Civilians in Shiraz describe terror of constant air raid sirens and missile attacks,civilians shiraz describe terror constant air raid sirens missile attacks,-0.15,0.25,Negative,-1
5171,Israeli airstrike kills 55 civilians in Yemeni coast according to emergency services,israeli airstrike kills civilians yemeni coast according emergency services,0.0,0.1,Neutral,0
5172,Israel confirms limited ground operation inside southern Lebanon against Hezbollah,israel confirms limited ground operation inside southern lebanon hezbollah,0.0,0.1,Neutral,0
5173,Death toll rises to 163 after Iranian barrage hits northern Israel overnight #UNMiddleEast,death toll rises iranian barrage hits northern israel overnight,-0.17,0.27,Negative,-1
5174,Iran parliament votes to increase military budget by 40% in response to Israeli strikes,iran parliament votes increase military budget response israeli strikes,0.0,0.1,Neutral,0
5175,Reports of chemical weapons use in Golan Heights spark international outrage and condemnation,reports chemical weapons use golan heights spark international outrage condemnation,0.0,0.1,Neutral,0
5176,Israeli airstrike kills 191 civilians in Iranian border region according to emergency services #NoMoreWar,israeli airstrike kills civilians iranian border region according emergency services,0.0,0.1,Neutral,0
5177,Mass displacement crisis: 2 million people fleeing violence in Lebanon and Gaza,mass displacement crisis million people fleeing violence lebanon gaza,-0.18,0.28,Negative,-1
5178,Brutal bombardment of northern Israel leaves entire neighborhoods in rubble and ruins,brutal bombardment northern israel leaves entire neighborhoods rubble ruins,-0.08,0.18,Negative,-1
5179,Refugee crisis overwhelms Jordan and Turkey as 109 million flee war zones #IranIsraelWar,refugee crisis overwhelms jordan turkey million flee war zones,-0.25,0.35,Negative,-1
5180,UN Security Council scheduled emergency vote on Iran-Israel ceasefire resolution,un security council scheduled emergency vote iranisrael ceasefire resolution,0.1,0.2,Positive,1
5181,Oil prices hit record high as Iran threatens to blockade Strait of Hormuz,oil prices hit record high iran threatens blockade strait hormuz,-0.08,0.18,Negative,-1
5182,Israeli strike on Iranian general sparks massive retaliatory missile barrage on cities #IranMissileStrike,israeli strike iranian general sparks massive retaliatory missile barrage cities,-0.23,0.33,Negative,-1
5183,UN Security Council scheduled emergency vote on Iran-Israel ceasefire resolution,un security council scheduled emergency vote iranisrael ceasefire resolution,0.1,0.2,Positive,1
5184,Iran-backed militias attack US military bases in Iraq killing American soldiers #HouthiAttack,iranbacked militias attack us military bases iraq killing american soldiers,-0.08,0.18,Negative,-1
5185,Global markets crash as Iran-Israel-US military confrontation escalates without end,global markets crash iranisraelus military confrontation escalates without end,0.0,0.1,Neutral,0
5186,Mass graves discovered in Syrian border area as evidence of atrocities during Iran conflict emerges #IranThreat,mass graves discovered syrian border area evidence atrocities iran conflict emerges,-0.06,0.16,Negative,-1
5187,Mass displacement crisis: 186 million people fleeing violence in Lebanon and Gaza #WarCrimes,mass displacement crisis million people fleeing violence lebanon gaza,-0.17,0.27,Negative,-1
5188,Global markets crash as Iran-Israel-US military confrontation escalates without end #IsraelUnderAttack,global markets crash iranisraelus military confrontation escalates without end,0.0,0.1,Neutral,0
5189,Israeli forces destroy Iranian missile launchers in preemptive strike operation,israeli forces destroy iranian missile launchers preemptive strike operation,-0.3,0.4,Negative,-1
5190,Russia vetoes third UN Security Council ceasefire resolution on Middle East conflict,russia vetoes third un security council ceasefire resolution middle east conflict,0.0,0.27,Neutral,0
5191,War crimes tribunal called for as evidence mounts of deliberate civilian targeting,war crimes tribunal called evidence mounts deliberate civilian targeting,-0.08,0.18,Negative,-1
5192,Israel requests additional US military aid worth 5 billion dollars for Iron Dome,israel requests additional us military aid worth billion dollars iron dome,0.08,0.18,Positive,1
5193,Israeli intelligence warns of imminent Iranian dirty bomb attack on Tel Aviv,israeli intelligence warns imminent iranian dirty bomb attack tel aviv,-0.17,0.27,Negative,-1
5194,Iran executes dissidents protesting against the devastating war with Israel,iran executes dissidents protesting devastating war israel,-0.2,0.3,Negative,-1
5195,IAEA inspectors denied access to Iranian nuclear site following Israeli strike on Natanz,iaea inspectors denied access iranian nuclear site following israeli strike natanz,-0.15,0.25,Negative,-1
5196,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,iran backs houthis launching missiles yemen targeting israeli red sea shipping,0.0,0.1,Neutral,0
5197,Refugee crisis overwhelms Jordan and Turkey as 109 million flee war zones #BidenForeignPolicy,refugee crisis overwhelms jordan turkey million flee war zones,-0.25,0.35,Negative,-1
5198,Iran backs Houthis launching missiles from Yemen targeting Israeli Red Sea shipping,iran backs houthis launching missiles yemen targeting israeli red sea shipping,0.0,0.1,Neutral,0
5199,Iran and Russia hold joint naval exercise in Caspian Sea amid Middle East tensions,iran russia hold joint naval exercise caspian sea amid middle east tensions,0.0,0.1,Neutral,0
5200,Israeli PM warns of existential threat as Iranian missiles rain down on major cities,israeli pm warns existential threat iranian missiles rain down major cities,-0.07,0.17,Negative,-1
5201,Israel estimates Iranian missile program has over 23000 projectiles in arsenal,israel estimates iranian missile program projectiles arsenal,-0.1,0.2,Negative,-1
5202,UN special envoy travels to Tehran and Jerusalem seeking diplomatic breakthrough,un special envoy travels tehran jerusalem seeking diplomatic breakthrough,0.0,0.1,Neutral,0
5203,Iran and Russia hold joint naval exercise in Caspian Sea amid Middle East tensions,iran russia hold joint naval exercise caspian sea amid middle east tensions,0.0,0.1,Neutral,0
5204,Refugee crisis overwhelms Jordan and Turkey as 65 million flee war zones,refugee crisis overwhelms jordan turkey million flee war zones,-0.27,0.37,Negative,-1
5205,Iran claims responsibility for missile attack on Israeli military base in Negev desert #NoMoreWar,iran claims responsibility missile attack israeli military base negev desert,-0.14,0.24,Negative,-1
5206,Israeli military intelligence assesses Iranian military capabilities and vulnerabilities #RedSeaConflict,israeli military intelligence assesses iranian military capabilities vulnerabilities,0.0,0.1,Neutral,0
5207,Israeli forces destroy Iranian missile launchers in preemptive strike operation,israeli forces destroy iranian missile launchers preemptive strike operation,-0.3,0.4,Negative,-1
5208,Egypt mediates back-channel talks between Iranian and Israeli representatives #IsraelUnderAttack,egypt mediates backchannel talks iranian israeli representatives,0.0,0.1,Neutral,0
